7,8,4,7,7,2,6,7,5,8,3,8,5,6,8,3,6
3,4,8,1,8,5,1,4,8,2,4,1,6,4,2,8,4
4,2,3,5,5,3,7,2,3,6,5,5,2,1,5,1,2
1,1,1,2,1,4,5,3,2,3,1,4,1,2,6,2,1
5,6,5,5,6,6,8,8,7,6,2,6,7,3,7,4,8
8,5,7,4,4,8,3,5,4,4,7,7,8,8,4,7,7
2,7,2,3,2,1,2,6,6,1,6,3,4,7,1,6,5
6,3,6,8,3,7,4,1,1,7,8,2,3,5,3,5,3
